titulo,data,autoria,tags,principal,texto,label
Consulta pública para redução de salário de políticos acaba hoje #boato,29/05/2017,Edgard Matsuki,,"Boato – É só hoje que o Congresso abriu uma consulta pública para a redução de salário de deputados e senadores. Precisa de 1,5 milhão de assinaturas.","Você conhece o “e-cidadania”. Se não, é interessante conhecer. Trata-se de um espaço nos sites da Câmara dos Deputados e do Senado nos quais a população pode debater projetos e se posicionar favorável ou contrariamente a eles. A ideia é boa (seria melhor se os políticos, de fato, ligassem mais para o que está lá), mas até ela pode ser utilizada em boatos.",1
Marcela Temer é flagrada traindo Michel Temer em vídeo #boato,06/03/2017,Edgard Matsuki,,Boato – Vídeo flagra Marcela Temer traindo Michel Temer e explicando que está com ele por causa do poder e inteligência.,"Quando pegam alguém para Cristo na internet, a coisa é complicada. E parece que uma das figurinhas carimbadas da vez é a da primeira-dama Marcela Temer. Desde que o processo que ela move contra um homem que hackeou o seu celular foi colocado em sigilo, fotos e vídeos dela (só que não) começaram a vazar na internet.",1
Garoto humilhado por Sérgio Cabral virou agente penitenciário de Bangu 8 #boato,09/03/2017,Carol Lira,,Boato – Garoto humilhado por Cabral e Lula vira agente penitenciário em Bangu. Sergio Sandro foi trabalhar no pavilhão onde Cabral está preso. ,"Em um cenário de crise econômica e escândalos políticos, não falta criatividade para aqueles que se dedicam a inventar balelas na web. Depois da história ",1
Alexandre Frota vai virar ministro de Relações Exteriores #boato,25/02/2017,Edgard Matsuki,,Boato – Alexandre Frota substituirá Serra no Ministério de Relações Exteriores. Ministro do Itamaraty será indicado pelo PSDB.,"No dia 22 de fevereiro, uma notícia chamou atenção no meio do já atribulado cotidiano político no Brasil. O ex-governador de São Paulo José Serra, pediu demissão do Ministério de Relações Exteriores. Ele deixou o cargo de ministro no Itamaraty por problemas de saúde.",1
Policiais civis e militares invadiram o Congresso hoje e mídia ficou caladinha #boato,16/03/2017,Carol Lira,,"Boato – Policiais civis e militares invadem o Congresso Nacional hoje em protesto contra a reforma da Previdência. Em novembro de 2017, história voltou a circular. Como é de se imaginar, continua sendo falsa. ","Para muitos a sigla INSS (Instituto Nacional de Segurança Social), na verdade, possui outro significado: “Isso Nunca Será Suficiente”. A frase ganhou as redes sociais, depois do anúncio da reforma da Previdência.",1
Contracheque de deputado Francisco Brasileiro com salário de R$ 135 mil vaza na web #boato,11/03/2017,Daniela Martins,,Boato – Contracheque de deputado Francisco é divulgado na internet e consta o salário no valor de R$ 135 mil.,Os brasileiros se revoltam quando o assunto é o salário dos deputados. A maioria da população se aborrece ao saber que mesmo com o bom salário ainda existem casos de corrupção.,1
"MBL é o maior difusor de notícias falsas, diz pesquisa da USP #boato",12/03/2017,Daniela Martins,,Boato – Pesquisa da USP revela que o Movimento Brasil Livre (MBL) é o maior difusor de notícias falsas da internet.,"Com o forte uso da internet, as notícias falsas têm ganhado cada vez mais espaço e um simples compartilhamento tem feito com que esse tipo de mensagem atinja muitas pessoas em um curto espaço de tempo.",1
"PEC de iniciativa popular foi entregue com 2,5 mi de assinaturas ao Congresso #boato",26/03/2017,Hellen Bizerra,,"Boato – Movimentação popular conseguiu reunir 2,5 milhões de assinaturas em petição online. Material foi entregue ao Congresso ontem. Atualizado: a história, em 2018, voltou a ser compartilhada assinada por Coltrim Bolsonaro. Ela continua sendo falsa. ","Manifestações populares, quando organizadas e capazes de reunir milhões de pessoas, têm o poder de erguer e fazer cair regimes. Como exemplo temos a Primavera Árabe, o movimento pró-impeachment contra Dilma Rousseff, as Diretas Já.",1
"Jose Mujica, ex-presidente do Uruguai, morre aos 82 anos #boato",01/04/2017,Carol Lira,,"Boato – América de Luto! Ex-presidente uruguaio José Mujica morre aos 82 anos em um hospital da Califórnia, nos Estados Unidos.",Balelas sobre políticos são figurinhas carimbadas na web. Nomes como ,1
Foi descoberta a fraude da Operação Lava Jato #boato,,Edgard Matsuki,,"Boato – Um grampo telefônico flagrou Sérgio Moro negociando benefícios com PSDB. Após a fraude, a Operação Lava Jato está anulada.","Em tempos de turbulência política, qualquer brincadeira na internet cai como uma bomba. Se a notícia envolver os nomes de Sérgio Moro, Lava Jato, Lula, Dilma, Aécio e PSDB, é “nitroglicerina pura”.",1
"Joaquim Barbosa nega que votou em Lula, Dilma e PT #boato",23/03/2017,Carol Lira,,"Boato – Joaquim Barbosa desmente matéria do jornal O Globo em que admite já ter votado em Lula, Dilma e PT. Leia e Compartilhe!","Sem dúvidas, uma das figuras mais conhecidas no Brasil é a do ex-presidente do Supremo Tribunal Federal, Joaquim Barbosa. O ex-ministro, considerado como um “herói” do século XXI, é motivo de orgulho para muitos brasileiros.",1
7 boatos sobre a reforma da Previdência e aposentadoria no Brasil,19/03/2017,Hellen Bizerra,,Com as propostas de mudanças nas regras da Previdência no Brasil uma onda de manifestações  tomou conta do país. E de boatos também.,"Desde que a reforma da Previdência começou a circular como tema nos corredores do Congresso brasileiro, insatisfação, incerteza e disputa de opiniões se espalharam pelo país. Uma parcela da população até foi às ruas para protestar contra a reforma que muda as regras da aposentadoria no país.",1
Adriana Ancelmo usa tornozeleira eletrônica da Hstern de R$400 mil #boato,09/04/2017,Hellen Bizerra,,Boato – Esposa do ex-governador Sérgio Cabral está utilizando tornolozeleira de quase meio milhão de reais para ficar fora da prisão.,"Ainda assistimos perplexos (ou não) nomes e mais nomes do cenário político brasileiro pipocarem semanalmente em delações da Lava-Jato. Os processos de investigação ainda se arrastarão por pelo menos 3 anos, mas algumas ações da mega operação estão acontecendo.",1
Juíza que soltou Adriana Ancelmo aparece em foto com Sérgio Cabral #boato,31/03/2017,Edgard Matsuki,,"Boato – Juíza Maria Thereza Moura, que concedeu prisão domiciliar a Adriana Ancelmo, apareceu em foto com Sérgio Cabral. Isso explica tudo.","Depois de quase quatro meses presa, Adriana Ancelmo, esposa do ex-governador do Rio de Janeiro Sérgio Cabral, saiu do Complexo Penitenciário de Gericino (Bangu) para cumprir a pena em casa.",1
Tiririca desabafa sobre salário de deputado federal de R$ 300 mil #boato,15/03/2017,Edgard Matsuki,,"Boato – Tiririca escreveu texto falando sobre salário de deputado federal. Além de revelar um total de mais de R$ 300 mil, ele pede compartilhamento.","Como vocês sabem, existem alguns boatos que se reciclam. Parece que, nos últimos tempos, boatos sobre “desabafos” de pessoas conhecidas viraram moda. Já desmentimos aqui textos que falam de",1
Cálculo do WhatsApp prova que déficit na Previdência é falso #boato,15/03/2017,Edgard Matsuki,,Boato – Uma simples calculadora financeira mostra que o déficit na Previdência é falso. Trabalhador paga R$ 422 mil e recebe só R$ 158 mil.,"Sem dúvida, a Reforma da Previdência é um dos assuntos mais polêmicos de 2017. É fato que, com idade mínima de 65 anos, “igualdade” entre homens e mulheres e necessidade de 49 anos de contribuição para recebimento da aposentadoria integral, a proposta enviada pelo governo torna o regime de aposentadoria do Brasil um do mais duros do mundo.",1
Gritaram “prendam o Lula” na Paixão de Cristo de Nova Jerusalém #boato,16/04/2017,Edgard Matsuki,,"Boato – No meio da encenação da Paixão de Cristo em Nova Jerusalém, alguém gritou “prendam o Lula” na hora de escolher entre Jesus e Barrabás. A peça teve que ser interrompida. ","Lava Jato e Semana Santa. Na semana em que se celebra o feriado de Páscoa, a divulgação das delações de executivos da Odebrecht roubou a cena. Com os dois assuntos em voga, é claro que alguém ia dar um jeito de relacionar os assuntos e criar um “boatinho”.",1
Emílio Odebrecht diz que não ganhou um centavo na época da Ditadura #boato,20/04/2017,Carol Lira,,"Boato – Em delação no dia 13 de abril, Emílio Odebrecht conta que nunca ganhou um centavo durante o governo dos militares.","Cinquenta anos depois, o discurso pelo retorno dos militares ao poder se espalha pelas redes sociais. Não são poucas as páginas e sites que defendem uma intervenção militar. Desde os protestos contra o governo Dilma, textos sobre a ditadura militar se espalharam feito pólvora na internet.",1
Tiririca escreve carta de repúdio aos políticos da Odebrecht #boato,19/04/2017,Edgard Matsuki,,Boato – Tiririca escreveu carta detonando os políticos denunciados pela Odebrecht na Operação Lava Jato e pedindo “uma limpeza geral” para 2018.,"Depois do “furacão” da delação premiada de executivos da Odebrecht, poucos políticos saíram imunes. Um número menor ainda detém a simpatia da população. Este é o caso de Francisco Everardo Oliveira Silva, mais conhecido como Tiririca.",1
Ciro Gomes teve entrevista do Bom Dia Brasil censurada pela Globo #boato,06/04/2017,Carol Lira,,Boato – Globo censura desabafo do ex-ministro Ciro Gomes sobre a reforma da Previdência em entrevista ao Bom Dia Brasil.,"Os tempos estão difíceis, isso não dá pra negar. O desemprego no Brasil está em alta e as crises política e econômica estão aí já há alguns anos. No âmbito político, reformas que prevem cortes (ou contingenciamento) de investimentos estão gerando muita discussão. A mais polêmica delas é a da Previdência.",1
General russo fala verdade sobre 1964 e diz que o Brasil é comunista #boato,12/04/2017,Edgard Matsuki,,"Boato – Em entrevista, general russo Anatholy Navashki fala que conseguiu implantar comunismo no Brasil e que golpe de 1964 foi a salvação. ","Em meio a todas revelações de Operação Lava Jato, que praticamente arrasa (ou não) os principais figurões da política brasileira, é incrível que tenha grupos na internet que ainda discutem a política como se fosse uma guerra entre “militares x comunistas” (ok, é tão ridículo quanto tratar o mundo como “coxinhas x mortadelas). É justamente esse grupo que cai em histórias como a que vamos falar hoje.",1
Exército chega às ruas de Curitiba para proteger Moro de Lula #boato,24/04/2017,Edgard Matsuki,,Boato – O Exército vai estar nas ruas de Curitiba para defender o juiz Sérgio Moro e a democracia contra Lula e “exército vermelho”.,"No mês de maio de 2017, o ex-presidente Lula e o juiz Sérgio Moro ficarão frente a frente pela primeira vez. Tratado como um “embate”, o depoimento de Lula para o juiz da Lava Jato terá um esquema de segurança especial. Tanto que o depoimento acabou sendo adiado. Inicialmente, estava marcado para o dia 3. Agora, deve acontecer (se não for adiado novamente) dia 10.",1
Gilmar Mendes e Chinaglia negociam absolvição de Dilma em Portugal #boato,23/04/2017,Edgard Matsuki,,Boato – Gilmar Mendes e Arlindo Chinaglia se encontraram em Lisboa para negociar absolvição de Dilma e do PT.,"É fato que, em meio às investigações da Operação Lava-Jato, toda a atenção está voltada a políticos suspeitos de participar do esquema e magistrados responsáveis pelo julgamento. E qualquer movimento acaba virando um escarcéu.",1
Temer tira foto oficial com faixa presidencial ao avesso #boato,,Daniela Martins,,Boato – Presidente Michel Temer posa para sua primeira foto oficial com a faixa presidencial ao avesso. Foto de Dilma é a prova.,"O mundo político anda meio conturbado e isso não é novidade para ninguém. Notícias sobre pessoas que vivem nesse meio chegam a todo tempo. Desta vez, o alvo é o presidente. Uma foto oficial de Michel Temer tem circulado nas redes e deixado muita gente com a pulga atrás da orelha. Mas por que será?",1
Deputados escrevem “Nós Estamos Concertando” em faixa após PEC 241 #boato,12/10/2016,Carol Lira,,"Boato – Após votação da PEC 241, na Câmara dos Deputados, parlamentares escrevem em faixa “O PT quebrou o país nós estamos concertando”.","Na segunda-feira (10), o plenário da Câmara aprovou a Proposta de Emenda Constitucional (PEC) 241, a principal aposta do governo Temer para colocar as contas em ordem. A medida, que congela os gastos durante vinte anos e altera o financiamento da saúde e da educação no Brasil, está causando muita polêmica.",1
