titulo,vinheta,tempo,data_explicita,autoria,lead,principal,texto,label
É #FAKE que vídeo mostre veículo militar tombado em desfile em frente ao Planalto, G1 Fato ou Fake ,Há 10 meses,,,"Imagem é antiga e foi registrada em 2018, quando uma viatura do Exército caiu em um barranco de uma rodovia em Mato Grosso do Sul. Mensagem falsa é disseminada no mesmo dia em que Brasília assiste a um desfile de blindados com convite de militares ao presidente Jair Bolsonaro.",,,1
É #FAKE que vídeo mostre veículo militar tombado em desfile em frente ao Planalto, Fato ou Fake ,Há 10 meses, 10/08/2021 ," Por Roney Domingos, G1 ","Imagem é antiga e foi registrada em 2018, quando uma viatura do Exército caiu em um barranco de uma rodovia em Mato Grosso do Sul. Mensagem falsa é disseminada no mesmo dia em que Brasília assiste a um desfile de blindados com convite de militares ao presidente Jair Bolsonaro.", Circula pelas redes sociais uma mensagem que mostra um veiculo militar sendo rebocado acompanhado de uma legenda que diz que veículos militares capotaram a caminho do desfile no Planalto nesta terça-feira (10). É #FAKE. , A mensagem falsa circula no dia em que ,1
É #FAKE que foto mostre formação de tanques militares em frente ao Planalto, Fato ou Fake ,Há 10 meses, 10/08/2021 ," Por Roney Domingos, G1 ","Imagem usada em mensagem viral é de formação de tanques em desfile militar no 70º aniversário da fundação da República Popular da China, na Praça Tian'anmen. Legenda falsa atribui foto erroneamente à movimentação de tanques em Brasília nesta terça."," Circula pelas redes sociais uma foto que mostra dezenas de veículos militares acompanhada por uma legenda que mostra um emoji da bandeira do Brasil e a expressão: ""Oh, Formosa. Nunca uma simples manobra militar mexeu tanto com meu patriotismo"". É #FAKE. "," A foto não mostra veículos militares brasileiros. Na verdade, foi feita em Beijing, na China, em outubro de 2019. Ela mostra uma formação de tanques em um desfile militar durante as comemorações do 70º aniversário da fundação da República Popular da China, na Praça Tian'anmen, na capital da China, segundo a legenda que consta do ",1
É #FAKE que testes PCR são estudos da Johns Hopkins para usar vermes robôs na aplicação de vacinas , CoronaVírus ,Há 10 meses, 18/08/2021 ," Por Roney Domingos, G1 ",Mensagem falsa distorce artigo da prestigiosa universidade que trata apenas do uso de nanotecnologia para levar medicamentos ao organismo. Estudo ainda é inicial e não foi aprovado para uso em humanos. Também não tem relação com a administração de vacinas., Circula nas redes sociais uma mensagem que diz que os testes do tipo PCR para a Covid-19 levam vermes e parasitas aos pulmões e intestinos das pessoas que são capazes de introduzir vacinas no organismo. É #FAKE. ," A mensagem falsa afirma que ""os testes PCR de Covid-19 são estudos da ",1
É #FAKE que atleta do Catar decidiu dividir ouro no salto em altura após italiano sentir fisgada nas Olimpíadas, Fato ou Fake ,Há 10 meses, 09/08/2021 ," Por Roney Domingos, G1 ","Descrição do evento feita por mensagem viral distorce os fatos. Na verdade, o que ocorreu foi que os dois alcançaram a mesma altura. Diante disso, o juiz perguntou se eles prefeririam dividir o ouro ou se queriam continuar competindo. Ambos decidiram parar. "," Circula nas redes sociais uma mensagem que afirma que o atleta Mutaz Barshim, do Catar, decidiu dividir o ouro no salto em altura nas Olimpíadas após notar que o italiano Gianmarco Tamberi, seu adversário, sentiu uma fisgada na coxa e não ia mais conseguir competir. O texto diz que o atleta do Catar resolveu não fazer, então, seu último salto. É #FAKE. "," A mensagem falsa foi sinalizada no WhatsApp com o aviso de que é encaminhada com frequência. O vídeo da prova, verdadeiro, é acompanhado de texto que diz: ""Na disputa do ouro olímpico entre Itália x Catar, estava empatado e teria que ter mais um salto para definir. O italiano está desconsolado, pois sentiu uma fisgada na coxa e não vai conseguir. O atleta de Catar, que poderia então ser o medalhista de ouro, consulta o juiz perguntando se a competição parar ali os dois poderiam ficar com o ouro? O regulamento permite. O atleta do Catar decide não saltar!"" ",1
É #FAKE que CDC disse que variante do coronavírus é a própria vacina, CoronaVírus ,Há 10 meses, 18/08/2021 ," Por Roney Domingos, G1 ","Publicações de sites antivacina tiram de contexto orientações do CDC. O texto oficial do órgão diz que as vacinas são altamente eficazes contra doenças graves, mas a variante Delta causa mais infecções e se espalha mais rapidamente do que as formas iniciais do vírus que causa a Covid-19."," Circula pelas redes sociais uma publicação que diz que ""a variante é a própria vacina"" e que ""o Centro de Controle e Prevenção de Doenças (CDC) dos Estados Unidos finalmente admitiu que pessoas totalmente vacinadas espalham variantes"". É #FAKE. ", Procurado pelo ,1
É #FAKE que Bill Gates foi preso por militares dos EUA por causa das vacinas contra a Covid-19, CoronaVírus ,Há 10 meses, 18/08/2021 ," Por Roney Domingos, G1 ","Texto falso foi criado por site que se apresenta como de humor e sátira, mas que propaga teorias da conspiração contra as vacinas. Fundação Bill & Melinda Gates afirma que mensagem não é verdadeira.", Circula em redes sociais uma mensagem que diz que o bilionário Bill Gates foi preso por militares dos Estados Unidos por causa das vacinas contra a Covid-19. É #FAKE. ," O Fato ou Fake enviou o conteúdo da mensagem à Fundação Bill & Melinda Gates, que diz que todas as afirmações ali contidas são falsas. ",1
É #FAKE que Rebeca Andrade se apresentou nas Olimpíadas com música de apoio a Bolsonaro, G1 Fato ou Fake ,Há 10 meses,,,"A música e a série solo da atleta fazem referência unicamente à cultura do funk brasileiro, diz a assessoria de Rebeca Andrade. Música utilizada em material de promoção de Bolsonaro tem o fundo musical de 'Baile de Favela', mas com letra que exalta o presidente.",,,1
É #FAKE mensagem que diz que a Anvisa confessou ineficácia de máscaras na pandemia, CoronaVírus ,Há 10 meses, 18/08/2021 ," Por Roney Domingos, G1 ",Agência Nacional de Vigilância Sanitária afirma que a alegação é falsa e reforça a orientação sobre o uso de proteção facial., Circula nas redes sociais uma mensagem que diz que a Anvisa confessou a ineficácia das máscaras como forma de proteção contra o coronavírus. É #FAKE. ," A Agência Nacional de Vigilância Sanitária (Anvisa) afirma que as publicações e postagens com esse teor são falsos. ""Em nenhum momento, a Anvisa afirma que máscaras são ineficazes"", diz. ",1
É #FAKE que vídeo mostre Lula bêbado ao criticar Bolsonaro, Fato ou Fake ,Há 10 meses, 09/08/2021 ," Por Roney Domingos, G1 ",Vídeo foi manipulado e teve velocidade de reprodução reduzida para passar a impressão de embriaguez. Original mostra ex-presidente sóbrio ao criticar posicionamento em relação ao voto impresso., Circula nas redes sociais um vídeo em que o ex-presidente Luiz Inácio Lula da Silva parece falar como se estivesse embriagado. É #FAKE. , Uma busca reversa nas imagens leva ao ,1
É #FAKE que Italo Ferreira tenha pedido prisão de Lula na entrega da medalha, Fato ou Fake ,Há 10 meses, 09/08/2021 ," Por Roney Domingos, G1 ",Assessoria do atleta informa que as mensagens não procedem. Surfista ganhou medalha de ouro nas Olimpíadas de Tóquio.," Circula nas redes sociais uma foto do surfista Ítalo Ferreira,"," ""Fico feliz pela medalha mas fico triste pela corrupção em nosso país. Meu maior prêmio seria ver o Lula na cadeia. Italo Ferreira para o jornal New York Times"", diz a mensagem falsa. ",1
É #FAKE que o CDC fez alerta para a ineficácia do teste PCR para Covid-19, CoronaVírus ,Há 10 meses, 18/08/2021 ," Por Roney Domingos, G1 ","Mensagem falsa distorce comunicado da agência americana. O que ocorre, na verdade, é que o CDC está incentivando teste mais abrangente que detecta o vírus que causa a Covid e também a influenza. "," Circula nas redes sociais uma mensagem que diz que o Centro de Controle e Prevenção de Doenças (CDC), órgão de saúde dos Estados Unidos responsável pelo combate às pandemias, alerta para a ineficácia do teste PCR para diagnósticos de Covid-19. É #FAKE. "," O CDC não alertou para a ineficácia de testes PCR, como diz a mensagem falsa. O texto em circulação tira de contexto um aviso em que o órgão orienta mudanças no perfil dos testes para uma versão mais abrangente. ",1
É #FAKE que o CDC fez alerta para a ineficácia do teste PCR para Covid-19, G1 Fato ou Fake ,Há 10 meses,,,"Mensagem falsa distorce comunicado da agência americana. O que ocorre, na verdade, é que o CDC está incentivando teste mais abrangente que detecta o vírus que causa Covid e também influenza.",,,1
É #FAKE que Rebeca Andrade se apresentou nas Olimpíadas com música de apoio a Bolsonaro, Fato ou Fake ,Há 10 meses, 09/08/2021 ," Por Roney Domingos, G1 ","A música e a série solo da atleta fazem referência unicamente à cultura do funk brasileiro, diz a assessoria de Rebeca Andrade. Música utilizada em material de promoção de Bolsonaro tem o fundo musical de 'Baile de Favela', mas com letra que exalta o presidente.", Circulam nas redes sociais mensagens que dizem que a ginasta Rebeca Andrade se apresentou nas Olimpíadas de Tóquio ao som de uma música de apoio ao presidente Jair Bolsonaro. É #FAKE. ," O funk usado em vídeos de promoção de Bolsonaro tem o fundo musical de ""Baile de Favela"", música também utilizada por Rebeca Andrade em suas apresentações. A versão de Bolsonaro, porém, tem uma letra que exalta o presidente. ",1
É #FAKE página no Facebook que se apresenta como da ButanVac, G1 Fato ou Fake ,Há 11 meses,,,"De acordo com o Instituto Butantan, o único canal oficial dedicado integralmente à ButanVac é o site da entidade",,,1
É #FAKE cartaz que diz que imposto federal sobre gasolina é zero, G1 Fato ou Fake ,Há 11 meses,,,"Os tributos federais PIS-Cofins e Cide incidem sobre a gasolina, embora o ICMS, estadual, tenha grande impacto no preço do combustível.",,,1
É #FAKE que queda de mortes por Covid no Brasil seja por causa de 'ciclo natural' do vírus, G1 Fato ou Fake ,Há 11 meses,,,Especialistas refutam alegação que circula em redes sociais. Boletim da Fiocruz aponta que a melhoria do quadro pandêmico no país é uma consequência direta do aumento no número de imunizados.,,,1
É #FAKE que presidente da Anvisa disse que população corre risco ao tomar vacinas experimentais, CoronaVírus ,Há 11 meses, 18/08/2021 ," Por Roney Domingos, G1 ",Entrevista foi tirada de contexto. Executivo fazia crítica a uma proposta que limitava o prazo da Anvisa para analisar vacinas. Agência esclarece que todas as vacinas analisadas e autorizadas são seguras., Circulam pelas redes sociais mensagens que alegam que o diretor presidente da Anvisa disse que a população corre risco de tomar vacinas experimentais. É #FAKE. ," A mensagem falsa tira de contexto uma declaração do presidente da Anvisa Antônio Barra Torres, dita em fevereiro de 2021. Na ocasião, ",1
É #FAKE que governos do Canadá e dos EUA emitiram alerta sobre frio no Brasil, Fato ou Fake ,Há 11 meses, 18/08/2021 , Por O Globo ,Países não fizeram pronunciamento sobre a onda de frio que deve atingir o Brasil nesta semana. Empresa brasileira utilizou os modelos meteorológicos americano e canadense para fazer previsão do tempo., Circula nas redes sociais uma mensagem que diz que os governos dos Estados Unidos e do Canadá emitiram um alerta sobre a onda de frio prevista para atingir o Brasil nesta semana. É #FAKE. ," Embora a previsão do tempo realmente indique frio intenso, principalmente na região Sul do país, as autoridades americanas e canadenses não efetuaram este aviso. Na verdade, os modelos meteorológicos dos dois países foram utilizados pelo serviço de meteorologia brasileiro MetSul para compor a previsão do tempo do Brasil. ",1
É #FAKE que queda de mortes por Covid-19 no Brasil seja por causa de 'ciclo natural' do vírus, CoronaVírus ,Há 11 meses, 18/08/2021 ," Por Roney Domingos, G1 ",Especialistas refutam alegação que circula em redes sociais. Boletim da Fiocruz aponta que a melhoria do quadro pandêmico no país é uma consequência direta do aumento no número de imunizados., Circula pelas redes sociais uma mensagem que sugere que o coronavírus está seguindo o seu ciclo natural e que a queda de mortes por Covid-19 no Brasil e o arrefecimento da pandemia ocorrem sem que isso tenha ligação com a taxa de vacinação da população. É #FAKE. ," Professor titular de saúde coletiva da Universidade Federal de Ciências da Saúde de Porto Alegre e médico de família e comunidade do Grupo Hospitalar Conceição, Airton Tetelbom Stein afirma que a informação de que o vírus segue um ciclo natural não é validada cientificamente. ",1
